,Key,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
40,0,41,,Afghanistan,2020-03-01 16:00:00,1.0,0.0
41,0,42,,Afghanistan,2020-03-02 16:00:00,1.0,0.0
42,0,43,,Afghanistan,2020-03-03 16:00:00,1.0,0.0
43,0,44,,Afghanistan,2020-03-04 16:00:00,1.0,0.0
44,0,45,,Afghanistan,2020-03-05 16:00:00,1.0,0.0
45,0,46,,Afghanistan,2020-03-06 16:00:00,1.0,0.0
46,0,47,,Afghanistan,2020-03-07 16:00:00,4.0,0.0
47,0,48,,Afghanistan,2020-03-08 16:00:00,4.0,0.0
48,0,49,,Afghanistan,2020-03-09 16:00:00,5.0,0.0
49,0,50,,Afghanistan,2020-03-10 16:00:00,7.0,0.0
50,0,51,,Afghanistan,2020-03-11 16:00:00,7.0,0.0
51,0,52,,Afghanistan,2020-03-12 16:00:00,7.0,0.0
52,0,53,,Afghanistan,2020-03-13 16:00:00,11.0,0.0
53,0,54,,Afghanistan,2020-03-14 16:00:00,16.0,0.0
54,0,55,,Afghanistan,2020-03-15 16:00:00,21.0,0.0
55,0,56,,Afghanistan,2020-03-16 16:00:00,22.0,0.0
56,0,57,,Afghanistan,2020-03-17 16:00:00,22.0,0.0
57,0,58,,Afghanistan,2020-03-18 16:00:00,22.0,0.0
58,0,59,,Afghanistan,2020-03-19 16:00:00,24.0,0.0
59,0,60,,Afghanistan,2020-03-20 16:00:00,24.0,0.0
60,0,61,,Afghanistan,2020-03-21 16:00:00,40.0,1.0
61,0,62,,Afghanistan,2020-03-22 16:00:00,40.0,1.0
62,0,63,,Afghanistan,2020-03-23 16:00:00,74.0,1.0
63,0,64,,Afghanistan,2020-03-24 16:00:00,84.0,2.0
64,0,65,,Afghanistan,2020-03-25 16:00:00,94.0,4.0
65,0,66,,Afghanistan,2020-03-26 16:00:00,110.0,4.0
66,0,67,,Afghanistan,2020-03-27 16:00:00,110.0,4.0
67,0,68,,Afghanistan,2020-03-28 16:00:00,120.0,4.0
68,0,69,,Afghanistan,2020-03-29 16:00:00,170.0,4.0
69,0,70,,Afghanistan,2020-03-30 16:00:00,174.0,4.0
70,0,71,,Afghanistan,2020-03-31 16:00:00,237.0,4.0
71,0,72,,Afghanistan,2020-04-01 16:00:00,273.0,6.0
72,0,73,,Afghanistan,2020-04-02 16:00:00,281.0,6.0
73,0,74,,Afghanistan,2020-04-03 16:00:00,299.0,7.0
74,0,75,,Afghanistan,2020-04-04 16:00:00,349.0,7.0
75,0,76,,Afghanistan,2020-04-05 16:00:00,367.0,11.0
76,0,77,,Afghanistan,2020-04-06 16:00:00,423.0,14.0
77,0,108,,Albania,2020-01-21 16:00:00,0.0,0.0
78,0,109,,Albania,2020-01-22 16:00:00,0.0,0.0
79,0,110,,Albania,2020-01-23 16:00:00,0.0,0.0
80,0,111,,Albania,2020-01-24 16:00:00,0.0,0.0
81,0,112,,Albania,2020-01-25 16:00:00,0.0,0.0
82,0,113,,Albania,2020-01-26 16:00:00,0.0,0.0
83,0,114,,Albania,2020-01-27 16:00:00,0.0,0.0
84,0,115,,Albania,2020-01-28 16:00:00,0.0,0.0
85,0,116,,Albania,2020-01-29 16:00:00,0.0,0.0
86,0,117,,Albania,2020-01-30 16:00:00,0.0,0.0
87,0,118,,Albania,2020-01-31 16:00:00,0.0,0.0
88,0,119,,Albania,2020-02-01 16:00:00,0.0,0.0
89,0,120,,Albania,2020-02-02 16:00:00,0.0,0.0
90,0,121,,Albania,2020-02-03 16:00:00,0.0,0.0
91,0,122,,Albania,2020-02-04 16:00:00,0.0,0.0
92,0,123,,Albania,2020-02-05 16:00:00,0.0,0.0
93,0,124,,Albania,2020-02-06 16:00:00,0.0,0.0
94,0,125,,Albania,2020-02-07 16:00:00,0.0,0.0
95,0,126,,Albania,2020-02-08 16:00:00,0.0,0.0
96,0,127,,Albania,2020-02-09 16:00:00,0.0,0.0
97,0,128,,Albania,2020-02-10 16:00:00,0.0,0.0
98,0,129,,Albania,2020-02-11 16:00:00,0.0,0.0
99,0,130,,Albania,2020-02-12 16:00:00,0.0,0.0
100,0,131,,Albania,2020-02-13 16:00:00,0.0,0.0
101,0,132,,Albania,2020-02-14 16:00:00,0.0,0.0
102,0,133,,Albania,2020-02-15 16:00:00,0.0,0.0
103,0,134,,Albania,2020-02-16 16:00:00,0.0,0.0
104,0,135,,Albania,2020-02-17 16:00:00,0.0,0.0
105,0,136,,Albania,2020-02-18 16:00:00,0.0,0.0
106,0,137,,Albania,2020-02-19 16:00:00,0.0,0.0
107,0,138,,Albania,2020-02-20 16:00:00,0.0,0.0
108,0,139,,Albania,2020-02-21 16:00:00,0.0,0.0
109,0,140,,Albania,2020-02-22 16:00:00,0.0,0.0
110,0,141,,Albania,2020-02-23 16:00:00,0.0,0.0
111,0,142,,Albania,2020-02-24 16:00:00,0.0,0.0
112,0,143,,Albania,2020-02-25 16:00:00,0.0,0.0
113,0,144,,Albania,2020-02-26 16:00:00,0.0,0.0
114,0,145,,Albania,2020-02-27 16:00:00,0.0,0.0
115,0,146,,Albania,2020-02-28 16:00:00,0.0,0.0
116,0,147,,Albania,2020-02-29 16:00:00,0.0,0.0
117,0,148,,Albania,2020-03-01 16:00:00,0.0,0.0
118,0,149,,Albania,2020-03-02 16:00:00,0.0,0.0
119,0,150,,Albania,2020-03-03 16:00:00,0.0,0.0
120,0,151,,Albania,2020-03-04 16:00:00,0.0,0.0
121,0,152,,Albania,2020-03-05 16:00:00,0.0,0.0
122,0,153,,Albania,2020-03-06 16:00:00,0.0,0.0
123,0,154,,Albania,2020-03-07 16:00:00,0.0,0.0
124,0,155,,Albania,2020-03-08 16:00:00,2.0,0.0
125,0,156,,Albania,2020-03-09 16:00:00,10.0,0.0
126,0,157,,Albania,2020-03-10 16:00:00,12.0,1.0
127,0,158,,Albania,2020-03-11 16:00:00,23.0,1.0
128,0,159,,Albania,2020-03-12 16:00:00,33.0,1.0
129,0,160,,Albania,2020-03-13 16:00:00,38.0,1.0
130,0,161,,Albania,2020-03-14 16:00:00,42.0,1.0
131,0,162,,Albania,2020-03-15 16:00:00,51.0,1.0
132,0,163,,Albania,2020-03-16 16:00:00,55.0,1.0
133,0,164,,Albania,2020-03-17 16:00:00,59.0,2.0
134,0,165,,Albania,2020-03-18 16:00:00,64.0,2.0
135,0,166,,Albania,2020-03-19 16:00:00,70.0,2.0
136,0,167,,Albania,2020-03-20 16:00:00,76.0,2.0
137,0,168,,Albania,2020-03-21 16:00:00,89.0,2.0
138,0,169,,Albania,2020-03-22 16:00:00,104.0,4.0
139,0,170,,Albania,2020-03-23 16:00:00,123.0,5.0
140,0,171,,Albania,2020-03-24 16:00:00,146.0,5.0
141,0,172,,Albania,2020-03-25 16:00:00,174.0,6.0
142,0,173,,Albania,2020-03-26 16:00:00,186.0,8.0
143,0,174,,Albania,2020-03-27 16:00:00,197.0,10.0
144,0,175,,Albania,2020-03-28 16:00:00,212.0,10.0
145,0,176,,Albania,2020-03-29 16:00:00,223.0,11.0
146,0,177,,Albania,2020-03-30 16:00:00,243.0,15.0
147,0,178,,Albania,2020-03-31 16:00:00,259.0,15.0
148,0,179,,Albania,2020-04-01 16:00:00,277.0,16.0
149,0,180,,Albania,2020-04-02 16:00:00,304.0,17.0
150,0,181,,Albania,2020-04-03 16:00:00,333.0,20.0
151,0,182,,Albania,2020-04-04 16:00:00,361.0,20.0
152,0,183,,Albania,2020-04-05 16:00:00,377.0,21.0
153,0,184,,Albania,2020-04-06 16:00:00,383.0,22.0
154,0,215,,Algeria,2020-01-21 16:00:00,0.0,0.0
155,0,216,,Algeria,2020-01-22 16:00:00,0.0,0.0
156,0,217,,Algeria,2020-01-23 16:00:00,0.0,0.0
157,0,218,,Algeria,2020-01-24 16:00:00,0.0,0.0
158,0,219,,Algeria,2020-01-25 16:00:00,0.0,0.0
159,0,220,,Algeria,2020-01-26 16:00:00,0.0,0.0
160,0,221,,Algeria,2020-01-27 16:00:00,0.0,0.0
161,0,222,,Algeria,2020-01-28 16:00:00,0.0,0.0
162,0,223,,Algeria,2020-01-29 16:00:00,0.0,0.0
163,0,224,,Algeria,2020-01-30 16:00:00,0.0,0.0
164,0,225,,Algeria,2020-01-31 16:00:00,0.0,0.0
165,0,226,,Algeria,2020-02-01 16:00:00,0.0,0.0
166,0,227,,Algeria,2020-02-02 16:00:00,0.0,0.0
167,0,228,,Algeria,2020-02-03 16:00:00,0.0,0.0
168,0,229,,Algeria,2020-02-04 16:00:00,0.0,0.0
169,0,230,,Algeria,2020-02-05 16:00:00,0.0,0.0
170,0,231,,Algeria,2020-02-06 16:00:00,0.0,0.0
171,0,232,,Algeria,2020-02-07 16:00:00,0.0,0.0
172,0,233,,Algeria,2020-02-08 16:00:00,0.0,0.0
173,0,234,,Algeria,2020-02-09 16:00:00,0.0,0.0
174,0,235,,Algeria,2020-02-10 16:00:00,0.0,0.0
175,0,236,,Algeria,2020-02-11 16:00:00,0.0,0.0
176,0,237,,Algeria,2020-02-12 16:00:00,0.0,0.0
177,0,238,,Algeria,2020-02-13 16:00:00,0.0,0.0
178,0,239,,Algeria,2020-02-14 16:00:00,0.0,0.0
179,0,240,,Algeria,2020-02-15 16:00:00,0.0,0.0
180,0,241,,Algeria,2020-02-16 16:00:00,0.0,0.0
181,0,242,,Algeria,2020-02-17 16:00:00,0.0,0.0
182,0,243,,Algeria,2020-02-18 16:00:00,0.0,0.0
183,0,244,,Algeria,2020-02-19 16:00:00,0.0,0.0
184,0,245,,Algeria,2020-02-20 16:00:00,0.0,0.0
185,0,246,,Algeria,2020-02-21 16:00:00,0.0,0.0
186,0,247,,Algeria,2020-02-22 16:00:00,0.0,0.0
187,0,248,,Algeria,2020-02-23 16:00:00,0.0,0.0
188,0,249,,Algeria,2020-02-24 16:00:00,1.0,0.0
189,0,250,,Algeria,2020-02-25 16:00:00,1.0,0.0
190,0,251,,Algeria,2020-02-26 16:00:00,1.0,0.0
191,0,252,,Algeria,2020-02-27 16:00:00,1.0,0.0
192,0,253,,Algeria,2020-02-28 16:00:00,1.0,0.0
193,0,254,,Algeria,2020-02-29 16:00:00,1.0,0.0
194,0,255,,Algeria,2020-03-01 16:00:00,3.0,0.0
195,0,256,,Algeria,2020-03-02 16:00:00,5.0,0.0
196,0,257,,Algeria,2020-03-03 16:00:00,12.0,0.0
197,0,258,,Algeria,2020-03-04 16:00:00,12.0,0.0
198,0,259,,Algeria,2020-03-05 16:00:00,17.0,0.0
199,0,260,,Algeria,2020-03-06 16:00:00,17.0,0.0
200,0,261,,Algeria,2020-03-07 16:00:00,19.0,0.0
201,0,262,,Algeria,2020-03-08 16:00:00,20.0,0.0
202,0,263,,Algeria,2020-03-09 16:00:00,20.0,0.0
203,0,264,,Algeria,2020-03-10 16:00:00,20.0,0.0
204,0,265,,Algeria,2020-03-11 16:00:00,24.0,1.0
205,0,266,,Algeria,2020-03-12 16:00:00,26.0,2.0
206,0,267,,Algeria,2020-03-13 16:00:00,37.0,3.0
207,0,268,,Algeria,2020-03-14 16:00:00,48.0,4.0
208,0,269,,Algeria,2020-03-15 16:00:00,54.0,4.0
209,0,270,,Algeria,2020-03-16 16:00:00,60.0,4.0
210,0,271,,Algeria,2020-03-17 16:00:00,74.0,7.0
211,0,272,,Algeria,2020-03-18 16:00:00,87.0,9.0
212,0,273,,Algeria,2020-03-19 16:00:00,90.0,11.0
213,0,274,,Algeria,2020-03-20 16:00:00,139.0,15.0
214,0,275,,Algeria,2020-03-21 16:00:00,201.0,17.0
215,0,276,,Algeria,2020-03-22 16:00:00,230.0,17.0
216,0,277,,Algeria,2020-03-23 16:00:00,264.0,19.0
217,0,278,,Algeria,2020-03-24 16:00:00,302.0,21.0
218,0,279,,Algeria,2020-03-25 16:00:00,367.0,25.0
219,0,280,,Algeria,2020-03-26 16:00:00,409.0,26.0
220,0,281,,Algeria,2020-03-27 16:00:00,454.0,29.0
221,0,282,,Algeria,2020-03-28 16:00:00,511.0,31.0
222,0,283,,Algeria,2020-03-29 16:00:00,584.0,35.0
223,0,284,,Algeria,2020-03-30 16:00:00,716.0,44.0
224,0,285,,Algeria,2020-03-31 16:00:00,847.0,58.0
225,0,286,,Algeria,2020-04-01 16:00:00,986.0,86.0
226,0,287,,Algeria,2020-04-02 16:00:00,1171.0,105.0
227,0,288,,Algeria,2020-04-03 16:00:00,1251.0,130.0
228,0,289,,Algeria,2020-04-04 16:00:00,1320.0,152.0
229,0,290,,Algeria,2020-04-05 16:00:00,1423.0,173.0
230,0,291,,Algeria,2020-04-06 16:00:00,1468.0,193.0
231,0,322,,Andorra,2020-01-21 16:00:00,0.0,0.0
232,0,323,,Andorra,2020-01-22 16:00:00,0.0,0.0
233,0,324,,Andorra,2020-01-23 16:00:00,0.0,0.0
234,0,325,,Andorra,2020-01-24 16:00:00,0.0,0.0
235,0,326,,Andorra,2020-01-25 16:00:00,0.0,0.0
236,0,327,,Andorra,2020-01-26 16:00:00,0.0,0.0
237,0,328,,Andorra,2020-01-27 16:00:00,0.0,0.0
238,0,329,,Andorra,2020-01-28 16:00:00,0.0,0.0
239,0,330,,Andorra,2020-01-29 16:00:00,0.0,0.0
240,0,331,,Andorra,2020-01-30 16:00:00,0.0,0.0
241,0,332,,Andorra,2020-01-31 16:00:00,0.0,0.0
242,0,333,,Andorra,2020-02-01 16:00:00,0.0,0.0
243,0,334,,Andorra,2020-02-02 16:00:00,0.0,0.0
244,0,335,,Andorra,2020-02-03 16:00:00,0.0,0.0
245,0,336,,Andorra,2020-02-04 16:00:00,0.0,0.0
246,0,337,,Andorra,2020-02-05 16:00:00,0.0,0.0
247,0,338,,Andorra,2020-02-06 16:00:00,0.0,0.0
248,0,339,,Andorra,2020-02-07 16:00:00,0.0,0.0
249,0,340,,Andorra,2020-02-08 16:00:00,0.0,0.0
250,0,341,,Andorra,2020-02-09 16:00:00,0.0,0.0
251,0,342,,Andorra,2020-02-10 16:00:00,0.0,0.0
252,0,343,,Andorra,2020-02-11 16:00:00,0.0,0.0
253,0,344,,Andorra,2020-02-12 16:00:00,0.0,0.0
254,0,345,,Andorra,2020-02-13 16:00:00,0.0,0.0
255,0,346,,Andorra,2020-02-14 16:00:00,0.0,0.0
256,0,347,,Andorra,2020-02-15 16:00:00,0.0,0.0
257,0,348,,Andorra,2020-02-16 16:00:00,0.0,0.0
258,0,349,,Andorra,2020-02-17 16:00:00,0.0,0.0
259,0,350,,Andorra,2020-02-18 16:00:00,0.0,0.0
260,0,351,,Andorra,2020-02-19 16:00:00,0.0,0.0
261,0,352,,Andorra,2020-02-20 16:00:00,0.0,0.0
262,0,353,,Andorra,2020-02-21 16:00:00,0.0,0.0
263,0,354,,Andorra,2020-02-22 16:00:00,0.0,0.0
264,0,355,,Andorra,2020-02-23 16:00:00,0.0,0.0
265,0,356,,Andorra,2020-02-24 16:00:00,0.0,0.0
266,0,357,,Andorra,2020-02-25 16:00:00,0.0,0.0
267,0,358,,Andorra,2020-02-26 16:00:00,0.0,0.0
268,0,359,,Andorra,2020-02-27 16:00:00,0.0,0.0
269,0,360,,Andorra,2020-02-28 16:00:00,0.0,0.0
270,0,361,,Andorra,2020-02-29 16:00:00,0.0,0.0
271,0,362,,Andorra,2020-03-01 16:00:00,1.0,0.0
272,0,363,,Andorra,2020-03-02 16:00:00,1.0,0.0
273,0,364,,Andorra,2020-03-03 16:00:00,1.0,0.0
274,0,365,,Andorra,2020-03-04 16:00:00,1.0,0.0
275,0,366,,Andorra,2020-03-05 16:00:00,1.0,0.0
276,0,367,,Andorra,2020-03-06 16:00:00,1.0,0.0
277,0,368,,Andorra,2020-03-07 16:00:00,1.0,0.0
278,0,369,,Andorra,2020-03-08 16:00:00,1.0,0.0
279,0,370,,Andorra,2020-03-09 16:00:00,1.0,0.0
280,0,371,,Andorra,2020-03-10 16:00:00,1.0,0.0
281,0,372,,Andorra,2020-03-11 16:00:00,1.0,0.0
282,0,373,,Andorra,2020-03-12 16:00:00,1.0,0.0
283,0,374,,Andorra,2020-03-13 16:00:00,1.0,0.0
284,0,375,,Andorra,2020-03-14 16:00:00,1.0,0.0
285,0,376,,Andorra,2020-03-15 16:00:00,2.0,0.0
286,0,377,,Andorra,2020-03-16 16:00:00,39.0,0.0
287,0,378,,Andorra,2020-03-17 16:00:00,39.0,0.0
288,0,379,,Andorra,2020-03-18 16:00:00,53.0,0.0
289,0,380,,Andorra,2020-03-19 16:00:00,75.0,0.0
290,0,381,,Andorra,2020-03-20 16:00:00,88.0,0.0
291,0,382,,Andorra,2020-03-21 16:00:00,113.0,1.0
292,0,383,,Andorra,2020-03-22 16:00:00,133.0,1.0
293,0,384,,Andorra,2020-03-23 16:00:00,164.0,1.0
294,0,385,,Andorra,2020-03-24 16:00:00,188.0,1.0
295,0,386,,Andorra,2020-03-25 16:00:00,224.0,3.0
296,0,387,,Andorra,2020-03-26 16:00:00,267.0,3.0
297,0,388,,Andorra,2020-03-27 16:00:00,308.0,3.0
298,0,389,,Andorra,2020-03-28 16:00:00,334.0,6.0
299,0,390,,Andorra,2020-03-29 16:00:00,370.0,8.0
300,0,391,,Andorra,2020-03-30 16:00:00,376.0,12.0
301,0,392,,Andorra,2020-03-31 16:00:00,390.0,14.0
302,0,393,,Andorra,2020-04-01 16:00:00,428.0,15.0
303,0,394,,Andorra,2020-04-02 16:00:00,439.0,16.0
304,0,395,,Andorra,2020-04-03 16:00:00,466.0,17.0
305,0,396,,Andorra,2020-04-04 16:00:00,501.0,18.0
306,0,397,,Andorra,2020-04-05 16:00:00,525.0,21.0
307,0,398,,Andorra,2020-04-06 16:00:00,545.0,22.0
308,0,429,,Angola,2020-01-21 16:00:00,0.0,0.0
309,0,430,,Angola,2020-01-22 16:00:00,0.0,0.0
310,0,431,,Angola,2020-01-23 16:00:00,0.0,0.0
311,0,432,,Angola,2020-01-24 16:00:00,0.0,0.0
312,0,433,,Angola,2020-01-25 16:00:00,0.0,0.0
313,0,434,,Angola,2020-01-26 16:00:00,0.0,0.0
314,0,435,,Angola,2020-01-27 16:00:00,0.0,0.0
315,0,436,,Angola,2020-01-28 16:00:00,0.0,0.0
316,0,437,,Angola,2020-01-29 16:00:00,0.0,0.0
317,0,438,,Angola,2020-01-30 16:00:00,0.0,0.0
318,0,439,,Angola,2020-01-31 16:00:00,0.0,0.0
319,0,440,,Angola,2020-02-01 16:00:00,0.0,0.0
320,0,441,,Angola,2020-02-02 16:00:00,0.0,0.0
321,0,442,,Angola,2020-02-03 16:00:00,0.0,0.0
322,0,443,,Angola,2020-02-04 16:00:00,0.0,0.0
323,0,444,,Angola,2020-02-05 16:00:00,0.0,0.0
324,0,445,,Angola,2020-02-06 16:00:00,0.0,0.0
325,0,446,,Angola,2020-02-07 16:00:00,0.0,0.0
326,0,447,,Angola,2020-02-08 16:00:00,0.0,0.0
327,0,448,,Angola,2020-02-09 16:00:00,0.0,0.0
328,0,449,,Angola,2020-02-10 16:00:00,0.0,0.0
329,0,450,,Angola,2020-02-11 16:00:00,0.0,0.0
330,0,451,,Angola,2020-02-12 16:00:00,0.0,0.0
331,0,452,,Angola,2020-02-13 16:00:00,0.0,0.0
332,0,453,,Angola,2020-02-14 16:00:00,0.0,0.0
333,0,454,,Angola,2020-02-15 16:00:00,0.0,0.0
334,0,455,,Angola,2020-02-16 16:00:00,0.0,0.0
335,0,456,,Angola,2020-02-17 16:00:00,0.0,0.0
336,0,457,,Angola,2020-02-18 16:00:00,0.0,0.0
337,0,458,,Angola,2020-02-19 16:00:00,0.0,0.0
338,0,459,,Angola,2020-02-20 16:00:00,0.0,0.0
339,0,460,,Angola,2020-02-21 16:00:00,0.0,0.0
340,0,461,,Angola,2020-02-22 16:00:00,0.0,0.0
341,0,462,,Angola,2020-02-23 16:00:00,0.0,0.0
342,0,463,,Angola,2020-02-24 16:00:00,0.0,0.0
343,0,464,,Angola,2020-02-25 16:00:00,0.0,0.0
344,0,465,,Angola,2020-02-26 16:00:00,0.0,0.0
345,0,466,,Angola,2020-02-27 16:00:00,0.0,0.0
346,0,467,,Angola,2020-02-28 16:00:00,0.0,0.0
347,0,468,,Angola,2020-02-29 16:00:00,0.0,0.0
348,0,469,,Angola,2020-03-01 16:00:00,0.0,0.0
349,0,470,,Angola,2020-03-02 16:00:00,0.0,0.0
350,0,471,,Angola,2020-03-03 16:00:00,0.0,0.0
351,0,472,,Angola,2020-03-04 16:00:00,0.0,0.0
352,0,473,,Angola,2020-03-05 16:00:00,0.0,0.0
353,0,474,,Angola,2020-03-06 16:00:00,0.0,0.0
354,0,475,,Angola,2020-03-07 16:00:00,0.0,0.0
355,0,476,,Angola,2020-03-08 16:00:00,0.0,0.0
356,0,477,,Angola,2020-03-09 16:00:00,0.0,0.0
357,0,478,,Angola,2020-03-10 16:00:00,0.0,0.0
358,0,479,,Angola,2020-03-11 16:00:00,0.0,0.0
359,0,480,,Angola,2020-03-12 16:00:00,0.0,0.0
360,0,481,,Angola,2020-03-13 16:00:00,0.0,0.0
361,0,482,,Angola,2020-03-14 16:00:00,0.0,0.0
362,0,483,,Angola,2020-03-15 16:00:00,0.0,0.0
363,0,484,,Angola,2020-03-16 16:00:00,0.0,0.0
364,0,485,,Angola,2020-03-17 16:00:00,0.0,0.0
365,0,486,,Angola,2020-03-18 16:00:00,0.0,0.0
366,0,487,,Angola,2020-03-19 16:00:00,1.0,0.0
367,0,488,,Angola,2020-03-20 16:00:00,2.0,0.0
368,0,489,,Angola,2020-03-21 16:00:00,2.0,0.0
369,0,490,,Angola,2020-03-22 16:00:00,3.0,0.0
370,0,491,,Angola,2020-03-23 16:00:00,3.0,0.0
371,0,492,,Angola,2020-03-24 16:00:00,3.0,0.0
372,0,493,,Angola,2020-03-25 16:00:00,4.0,0.0
373,0,494,,Angola,2020-03-26 16:00:00,4.0,0.0
374,0,495,,Angola,2020-03-27 16:00:00,5.0,0.0
375,0,496,,Angola,2020-03-28 16:00:00,7.0,2.0
376,0,497,,Angola,2020-03-29 16:00:00,7.0,2.0
377,0,498,,Angola,2020-03-30 16:00:00,7.0,2.0
378,0,499,,Angola,2020-03-31 16:00:00,8.0,2.0
379,0,500,,Angola,2020-04-01 16:00:00,8.0,2.0
380,0,501,,Angola,2020-04-02 16:00:00,8.0,2.0
381,0,502,,Angola,2020-04-03 16:00:00,10.0,2.0
382,0,503,,Angola,2020-04-04 16:00:00,14.0,2.0
383,0,504,,Angola,2020-04-05 16:00:00,16.0,2.0
384,0,505,,Angola,2020-04-06 16:00:00,17.0,2.0
385,0,536,,Antigua and Barbuda,2020-01-21 16:00:00,0.0,0.0
386,0,537,,Antigua and Barbuda,2020-01-22 16:00:00,0.0,0.0
387,0,538,,Antigua and Barbuda,2020-01-23 16:00:00,0.0,0.0
388,0,539,,Antigua and Barbuda,2020-01-24 16:00:00,0.0,0.0
389,0,540,,Antigua and Barbuda,2020-01-25 16:00:00,0.0,0.0
390,0,541,,Antigua and Barbuda,2020-01-26 16:00:00,0.0,0.0
391,0,542,,Antigua and Barbuda,2020-01-27 16:00:00,0.0,0.0
392,0,543,,Antigua and Barbuda,2020-01-28 16:00:00,0.0,0.0
393,0,544,,Antigua and Barbuda,2020-01-29 16:00:00,0.0,0.0
394,0,545,,Antigua and Barbuda,2020-01-30 16:00:00,0.0,0.0
395,0,546,,Antigua and Barbuda,2020-01-31 16:00:00,0.0,0.0
396,0,547,,Antigua and Barbuda,2020-02-01 16:00:00,0.0,0.0
397,0,548,,Antigua and Barbuda,2020-02-02 16:00:00,0.0,0.0
398,0,549,,Antigua and Barbuda,2020-02-03 16:00:00,0.0,0.0
399,0,550,,Antigua and Barbuda,2020-02-04 16:00:00,0.0,0.0
400,0,551,,Antigua and Barbuda,2020-02-05 16:00:00,0.0,0.0
401,0,552,,Antigua and Barbuda,2020-02-06 16:00:00,0.0,0.0
402,0,553,,Antigua and Barbuda,2020-02-07 16:00:00,0.0,0.0
403,0,554,,Antigua and Barbuda,2020-02-08 16:00:00,0.0,0.0
404,0,555,,Antigua and Barbuda,2020-02-09 16:00:00,0.0,0.0
405,0,556,,Antigua and Barbuda,2020-02-10 16:00:00,0.0,0.0
406,0,557,,Antigua and Barbuda,2020-02-11 16:00:00,0.0,0.0
407,0,558,,Antigua and Barbuda,2020-02-12 16:00:00,0.0,0.0
408,0,559,,Antigua and Barbuda,2020-02-13 16:00:00,0.0,0.0
409,0,560,,Antigua and Barbuda,2020-02-14 16:00:00,0.0,0.0
410,0,561,,Antigua and Barbuda,2020-02-15 16:00:00,0.0,0.0
411,0,562,,Antigua and Barbuda,2020-02-16 16:00:00,0.0,0.0
412,0,563,,Antigua and Barbuda,2020-02-17 16:00:00,0.0,0.0
413,0,564,,Antigua and Barbuda,2020-02-18 16:00:00,0.0,0.0
414,0,565,,Antigua and Barbuda,2020-02-19 16:00:00,0.0,0.0
415,0,566,,Antigua and Barbuda,2020-02-20 16:00:00,0.0,0.0
